LinkText,URL
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"9780814751299","https://en.wikipedia.org/wiki/Special:BookSources/9780814751299"
"Lentin, Ronit","https://en.wikipedia.org/wiki/Ronit_Lentin"
"Manchester University Press","https://en.wikipedia.org/wiki/Manchester_University_Press"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-1-84779-768-1","https://en.wikipedia.org/wiki/Special:BookSources/978-1-84779-768-1"
"University of California Press","https://en.wikipedia.org/wiki/University_of_California_Press"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-0-520-95840-1","https://en.wikipedia.org/wiki/Special:BookSources/978-0-520-95840-1"
"Yale University Press","https://en.wikipedia.org/wiki/Yale_University_Press"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-0-300-25184-5","https://en.wikipedia.org/wiki/Special:BookSources/978-0-300-25184-5"
"Cambridge University Press","https://en.wikipedia.org/wiki/Cambridge_University_Press"
"Lustick, Ian S.","https://en.wikipedia.org/wiki/Ian_Lustick"
"Rouhana, Nadim N.","https://en.wikipedia.org/wiki/Nadim_Rouhana"
"Cambridge University Press","https://en.wikipedia.org/wiki/Cambridge_University_Press"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-1-107-04483-8","https://en.wikipedia.org/wiki/Special:BookSources/978-1-107-04483-8"
"Routledge","https://en.wikipedia.org/wiki/Routledge"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-0-415-29813-1","https://en.wikipedia.org/wiki/Special:BookSources/978-0-415-29813-1"
"OCLC","https://en.wikipedia.org/wiki/OCLC_(identifier)"
"Manna, Adel","https://en.wikipedia.org/wiki/Adel_Manna"
"University of California Press","https://en.wikipedia.org/wiki/University_of_California_Press"
"doi","https://en.wikipedia.org/wiki/Doi_(identifier)"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-0-520-38936-6","https://en.wikipedia.org/wiki/Special:BookSources/978-0-520-38936-6"
"Masalha, Nur","https://en.wikipedia.org/wiki/Nur_Masalha"
"Zed Books","https://en.wikipedia.org/wiki/Zed_Books"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-1-84277-761-9","https://en.wikipedia.org/wiki/Special:BookSources/978-1-84277-761-9"
"Zed Books","https://en.wikipedia.org/wiki/Zed_Books"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-1-84813-970-1","https://en.wikipedia.org/wiki/Special:BookSources/978-1-84813-970-1"
"Taylor and Francis","https://en.wikipedia.org/wiki/Taylor_and_Francis"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-1-317-54465-4","https://en.wikipedia.org/wiki/Special:BookSources/978-1-317-54465-4"
"Zed Books","https://en.wikipedia.org/wiki/Zed_Books"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-1-78699-272-7","https://en.wikipedia.org/wiki/Special:BookSources/978-1-78699-272-7"
"Taylor & Francis","https://en.wikipedia.org/wiki/Taylor_%26_Francis"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-1-135-98841-8","https://en.wikipedia.org/wiki/Special:BookSources/978-1-135-98841-8"
"MIT Press","https://en.wikipedia.org/wiki/MIT_Press"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-0-262-36669-4","https://en.wikipedia.org/wiki/Special:BookSources/978-0-262-36669-4"
"The Guardian","https://en.wikipedia.org/wiki/The_Guardian"
"English, Richard","https://en.wikipedia.org/wiki/Richard_English"
"Cambridge University Press","https://en.wikipedia.org/wiki/Cambridge_University_Press"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-1-108-55624-8","https://en.wikipedia.org/wiki/Special:BookSources/978-1-108-55624-8"
"American Jewish History","https://en.wikipedia.org/wiki/American_Jewish_History"
"doi","https://en.wikipedia.org/wiki/Doi_(identifier)"
"S2CID","https://en.wikipedia.org/wiki/S2CID_(identifier)"
"Taylor & Francis","https://en.wikipedia.org/wiki/Taylor_%26_Francis"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"9780203344064","https://en.wikipedia.org/wiki/Special:BookSources/9780203344064"
"Taylor and Francis","https://en.wikipedia.org/wiki/Taylor_and_Francis"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"9781317624226","https://en.wikipedia.org/wiki/Special:BookSources/9781317624226"
"Morris, Benny","https://en.wikipedia.org/wiki/Benny_Morris"
"Knopf Doubleday Publishing Group","https://en.wikipedia.org/wiki/Knopf_Doubleday_Publishing_Group"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-0-679-74475-7","https://en.wikipedia.org/wiki/Special:BookSources/978-0-679-74475-7"
"Random House","https://en.wikipedia.org/wiki/Random_House"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-0-679-74475-7","https://en.wikipedia.org/wiki/Special:BookSources/978-0-679-74475-7"
"Cambridge University Press","https://en.wikipedia.org/wiki/Cambridge_University_Press"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-0-521-00967-6","https://en.wikipedia.org/wiki/Special:BookSources/978-0-521-00967-6"
"Yale University Press","https://en.wikipedia.org/wiki/Yale_University_Press"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-0-300-14524-3","https://en.wikipedia.org/wiki/Special:BookSources/978-0-300-14524-3"
"Oxford University Press","https://en.wikipedia.org/wiki/Oxford_University_Press"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-0-19-956195-7","https://en.wikipedia.org/wiki/Special:BookSources/978-0-19-956195-7"
"Yale University Press","https://en.wikipedia.org/wiki/Yale_University_Press"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"9780300164442","https://en.wikipedia.org/wiki/Special:BookSources/9780300164442"
"Israel Studies","https://en.wikipedia.org/wiki/Israel_Studies"
"doi","https://en.wikipedia.org/wiki/Doi_(identifier)"
"JSTOR","https://en.wikipedia.org/wiki/JSTOR_(identifier)"
"S2CID","https://en.wikipedia.org/wiki/S2CID_(identifier)"
"Motyl, Alexander J.","https://en.wikipedia.org/wiki/Alexander_J._Motyl"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-0-12-227230-1","https://en.wikipedia.org/wiki/Special:BookSources/978-0-12-227230-1"
"Journal of Modern African Studies","https://en.wikipedia.org/wiki/Journal_of_Modern_African_Studies"
"doi","https://en.wikipedia.org/wiki/Doi_(identifier)"
"Jewish Social Studies","https://en.wikipedia.org/wiki/Jewish_Social_Studies"
"ISSN","https://en.wikipedia.org/wiki/ISSN_(identifier)"
"JSTOR","https://en.wikipedia.org/wiki/JSTOR_(identifier)"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-0664253486","https://en.wikipedia.org/wiki/Special:BookSources/978-0664253486"
"Nicosia, Francis R.","https://en.wikipedia.org/wiki/Francis_Nicosia"
"Cambridge University Press","https://en.wikipedia.org/wiki/Cambridge_University_Press"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-0-521-17298-1","https://en.wikipedia.org/wiki/Special:BookSources/978-0-521-17298-1"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"9780786451333","https://en.wikipedia.org/wiki/Special:BookSources/9780786451333"
"Nordau, Max Simon","https://en.wikipedia.org/wiki/Max_Nordau"
"Gottheil, Gustav","https://en.wikipedia.org/wiki/Gustav_Gottheil"
"AJS Review","https://en.wikipedia.org/wiki/Association_for_Jewish_Studies"
"doi","https://en.wikipedia.org/wiki/Doi_(identifier)"
"JSTOR","https://en.wikipedia.org/wiki/JSTOR_(identifier)"
"S2CID","https://en.wikipedia.org/wiki/S2CID_(identifier)"
"Routledge","https://en.wikipedia.org/wiki/Routledge"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-1-317-86768-5","https://en.wikipedia.org/wiki/Special:BookSources/978-1-317-86768-5"
"Pappé, Ilan","https://en.wikipedia.org/wiki/Ilan_Papp%C3%A9"
"Cambridge University Press","https://en.wikipedia.org/wiki/Cambridge_University_Press"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-0-521-55632-3","https://en.wikipedia.org/wiki/Special:BookSources/978-0-521-55632-3"
"Oneworld Publications","https://en.wikipedia.org/wiki/Oneworld_Publications"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-1-78074-056-0","https://en.wikipedia.org/wiki/Special:BookSources/978-1-78074-056-0"
"ISSN","https://en.wikipedia.org/wiki/ISSN_(identifier)"
"JSTOR","https://en.wikipedia.org/wiki/JSTOR_(identifier)"
"Jewish Social Studies","https://en.wikipedia.org/wiki/Jewish_Social_Studies"
"JSTOR","https://en.wikipedia.org/wiki/JSTOR_(identifier)"
"Penslar, Derek J.","https://en.wikipedia.org/wiki/Derek_J._Penslar"
"Psychology Press","https://en.wikipedia.org/wiki/Psychology_Press"
"doi","https://en.wikipedia.org/wiki/Doi_(identifier)"
"S2CID","https://en.wikipedia.org/wiki/S2CID_(identifier)"
"Rutgers University Press","https://en.wikipedia.org/wiki/Rutgers_University_Press"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-0-8135-7611-4","https://en.wikipedia.org/wiki/Special:BookSources/978-0-8135-7611-4"
"Middle Eastern Studies","https://en.wikipedia.org/wiki/Middle_Eastern_Studies_(journal)"
"Taylor & Francis","https://en.wikipedia.org/wiki/Taylor_%26_Francis"
"doi","https://en.wikipedia.org/wiki/Doi_(identifier)"
"ISSN","https://en.wikipedia.org/wiki/ISSN_(identifier)"
"JSTOR","https://en.wikipedia.org/wiki/JSTOR_(identifier)"
"Taylor & Francis","https://en.wikipedia.org/wiki/Taylor_%26_Francis"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-1-134-12877-8","https://en.wikipedia.org/wiki/Special:BookSources/978-1-134-12877-8"
"Taylor & Francis","https://en.wikipedia.org/wiki/Taylor_%26_Francis"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-1-135-98226-3","https://en.wikipedia.org/wiki/Special:BookSources/978-1-135-98226-3"
"Continuum International Publishing Group","https://en.wikipedia.org/wiki/Continuum_International_Publishing_Group"
"Psychology Press","https://en.wikipedia.org/wiki/Psychology_Press"
"Quigley, John B.","https://en.wikipedia.org/wiki/John_B._Quigley"
"Duke University Press","https://en.wikipedia.org/wiki/Duke_University_Press"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-0-8223-3539-9","https://en.wikipedia.org/wiki/Special:BookSources/978-0-8223-3539-9"
"Cambridge University Press","https://en.wikipedia.org/wiki/Cambridge_University_Press"
"doi","https://en.wikipedia.org/wiki/Doi_(identifier)"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-1-009-02308-5","https://en.wikipedia.org/wiki/Special:BookSources/978-1-009-02308-5"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-1-55266-171-0","https://en.wikipedia.org/wiki/Special:BookSources/978-1-55266-171-0"
"University of Chicago Press","https://en.wikipedia.org/wiki/University_of_Chicago_Press"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-0-226-70578-1","https://en.wikipedia.org/wiki/Special:BookSources/978-0-226-70578-1"
"doi","https://en.wikipedia.org/wiki/Doi_(identifier)"
"ISSN","https://en.wikipedia.org/wiki/ISSN_(identifier)"
"S2CID","https://en.wikipedia.org/wiki/S2CID_(identifier)"
"The International History Review","https://en.wikipedia.org/wiki/The_International_History_Review"
"doi","https://en.wikipedia.org/wiki/Doi_(identifier)"
"JSTOR","https://en.wikipedia.org/wiki/JSTOR_(identifier)"
"S2CID","https://en.wikipedia.org/wiki/S2CID_(identifier)"
"Stanford University Press","https://en.wikipedia.org/wiki/Stanford_University_Press"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-0-804-78802-1","https://en.wikipedia.org/wiki/Special:BookSources/978-0-804-78802-1"
"Cambridge University Press","https://en.wikipedia.org/wiki/Cambridge_University_Press"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"9780521794763","https://en.wikipedia.org/wiki/Special:BookSources/9780521794763"
"Rouhana, Nadim N.","https://en.wikipedia.org/wiki/Nadim_Rouhana"
"Sabbagh-Khoury, Areej","https://en.wikipedia.org/wiki/Areej_Sabbagh-Khoury"
"doi","https://en.wikipedia.org/wiki/Doi_(identifier)"
"ISSN","https://en.wikipedia.org/wiki/ISSN_(identifier)"
"S2CID","https://en.wikipedia.org/wiki/S2CID_(identifier)"
"New York University Press","https://en.wikipedia.org/wiki/New_York_University_Press"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-1-4798-1748-1","https://en.wikipedia.org/wiki/Special:BookSources/978-1-4798-1748-1"
"Roy, Sara","https://en.wikipedia.org/wiki/Sara_Roy"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-0-88728-321-5","https://en.wikipedia.org/wiki/Special:BookSources/978-0-88728-321-5"
"doi","https://en.wikipedia.org/wiki/Doi_(identifier)"
"Politics & Society","https://en.wikipedia.org/wiki/Politics_%26_Society"
"doi","https://en.wikipedia.org/wiki/Doi_(identifier)"
"S2CID","https://en.wikipedia.org/wiki/S2CID_(identifier)"
"Stanford University Press","https://en.wikipedia.org/wiki/Stanford_University_Press"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-1-5036-0270-0","https://en.wikipedia.org/wiki/Special:BookSources/978-1-5036-0270-0"
"Brill","https://en.wikipedia.org/wiki/Brill_Publishers"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-90-04-33482-3","https://en.wikipedia.org/wiki/Special:BookSources/978-90-04-33482-3"
"Said, Edward W.","https://en.wikipedia.org/wiki/Edward_Said"
"doi","https://en.wikipedia.org/wiki/Doi_(identifier)"
"JSTOR","https://en.wikipedia.org/wiki/JSTOR_(identifier)"
"Sanders, Ronald","https://en.wikipedia.org/wiki/Ronald_Sanders_(writer)"
"Jewish News Syndicate","https://en.wikipedia.org/wiki/Jewish_News_Syndicate"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-1-59874-013-4","https://en.wikipedia.org/wiki/Special:BookSources/978-1-59874-013-4"
"Segev, Tom","https://en.wikipedia.org/wiki/Tom_Segev"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-0-8050-6587-9","https://en.wikipedia.org/wiki/Special:BookSources/978-0-8050-6587-9"
"Farrar, Straus and Giroux","https://en.wikipedia.org/wiki/Farrar,_Straus_and_Giroux"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-1-4299-5184-5","https://en.wikipedia.org/wiki/Special:BookSources/978-1-4299-5184-5"
"Israel Studies","https://en.wikipedia.org/wiki/Israel_Studies"
"doi","https://en.wikipedia.org/wiki/Doi_(identifier)"
"Sela, Avraham","https://en.wikipedia.org/wiki/Avraham_Sela"
"Bloomsbury Academic","https://en.wikipedia.org/wiki/Bloomsbury_Academic"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-0-8264-1413-7","https://en.wikipedia.org/wiki/Special:BookSources/978-0-8264-1413-7"
"Sethi, Arjun","https://en.wikipedia.org/wiki/Arjun_Charan_Sethi"
"University of California Press","https://en.wikipedia.org/wiki/University_of_California_Press"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-0-520-91741-5","https://en.wikipedia.org/wiki/Special:BookSources/978-0-520-91741-5"
"Pappé, Ilan","https://en.wikipedia.org/wiki/Ilan_Papp%C3%A9"
"Psychology Press","https://en.wikipedia.org/wiki/Psychology_Press"
"De Gruyter","https://en.wikipedia.org/wiki/De_Gruyter"
"doi","https://en.wikipedia.org/wiki/Doi_(identifier)"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-3-11-035163-7","https://en.wikipedia.org/wiki/Special:BookSources/978-3-11-035163-7"
"Cambridge University Press","https://en.wikipedia.org/wiki/Cambridge_University_Press"
"Shapira, Anita","https://en.wikipedia.org/wiki/Anita_Shapira"
"Oxford University Press","https://en.wikipedia.org/wiki/Oxford_University_Press"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-0-19-506104-8","https://en.wikipedia.org/wiki/Special:BookSources/978-0-19-506104-8"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-1-61168-353-0","https://en.wikipedia.org/wiki/Special:BookSources/978-1-61168-353-0"
"Weidenfeld & Nicolson","https://en.wikipedia.org/wiki/Weidenfeld_%26_Nicolson"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-1-780-22739-9","https://en.wikipedia.org/wiki/Special:BookSources/978-1-780-22739-9"
"De Gruyter","https://en.wikipedia.org/wiki/De_Gruyter"
"doi","https://en.wikipedia.org/wiki/Doi_(identifier)"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-3-11-035163-7","https://en.wikipedia.org/wiki/Special:BookSources/978-3-11-035163-7"
"Shillony, Ben-Ami","https://en.wikipedia.org/wiki/Ben-Ami_Shillony"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-1-4629-0396-2","https://en.wikipedia.org/wiki/Special:BookSources/978-1-4629-0396-2"
"Shindler, Colin","https://en.wikipedia.org/wiki/Colin_Shindler"
"Bloomsbury Publishing USA","https://en.wikipedia.org/wiki/Bloomsbury_Publishing"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-1-441-13852-1","https://en.wikipedia.org/wiki/Special:BookSources/978-1-441-13852-1"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-1-78378-248-2","https://en.wikipedia.org/wiki/Special:BookSources/978-1-78378-248-2"
"Israel Studies","https://en.wikipedia.org/wiki/Israel_Studies"
"doi","https://en.wikipedia.org/wiki/Doi_(identifier)"
"ISSN","https://en.wikipedia.org/wiki/ISSN_(identifier)"
"JSTOR","https://en.wikipedia.org/wiki/JSTOR_(identifier)"
"Shlaim, Avi","https://en.wikipedia.org/wiki/Avi_Shlaim"
"W. W. Norton & Company","https://en.wikipedia.org/wiki/W._W._Norton_%26_Company"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-0-393-32112-8","https://en.wikipedia.org/wiki/Special:BookSources/978-0-393-32112-8"
"Verso Books","https://en.wikipedia.org/wiki/Verso_Books"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-1-78960-165-7","https://en.wikipedia.org/wiki/Special:BookSources/978-1-78960-165-7"
"Oneworld Publications","https://en.wikipedia.org/wiki/Oneworld_Publications"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-0-86154-464-6","https://en.wikipedia.org/wiki/Special:BookSources/978-0-86154-464-6"
"Israel Studies","https://en.wikipedia.org/wiki/Israel_Studies"
"doi","https://en.wikipedia.org/wiki/Doi_(identifier)"
"Social Text","https://en.wikipedia.org/wiki/Social_Text"
"doi","https://en.wikipedia.org/wiki/Doi_(identifier)"
"ISSN","https://en.wikipedia.org/wiki/ISSN_(identifier)"
"S2CID","https://en.wikipedia.org/wiki/S2CID_(identifier)"
"Yale University Press","https://en.wikipedia.org/wiki/Yale_University_Press"
"Oxford University Press","https://en.wikipedia.org/wiki/Oxford_University_Press"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-0-19-045908-6","https://en.wikipedia.org/wiki/Special:BookSources/978-0-19-045908-6"
"Jewish Social Studies","https://en.wikipedia.org/wiki/Jewish_Social_Studies"
"doi","https://en.wikipedia.org/wiki/Doi_(identifier)"
"JSTOR","https://en.wikipedia.org/wiki/JSTOR_(identifier)"
"S2CID","https://en.wikipedia.org/wiki/S2CID_(identifier)"
"Institute for Jewish Policy Research","https://en.wikipedia.org/wiki/Institute_for_Jewish_Policy_Research"
"Stanislawski, Michael","https://en.wikipedia.org/wiki/Michael_Stanislawski"
"Very Short Introductions","https://en.wikipedia.org/wiki/Very_Short_Introductions"
"Oxford University Press","https://en.wikipedia.org/wiki/Oxford_University_Press"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-0-19-976604-8","https://en.wikipedia.org/wiki/Special:BookSources/978-0-19-976604-8"
"De Gruyter","https://en.wikipedia.org/wiki/De_Gruyter"
"doi","https://en.wikipedia.org/wiki/Doi_(identifier)"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-3-11-035163-7","https://en.wikipedia.org/wiki/Special:BookSources/978-3-11-035163-7"
"Sternhell, Zeev","https://en.wikipedia.org/wiki/Zeev_Sternhell"
"Princeton University Press","https://en.wikipedia.org/wiki/Princeton_University_Press"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"0-691-00967-8","https://en.wikipedia.org/wiki/Special:BookSources/0-691-00967-8"
"New Left Review","https://en.wikipedia.org/wiki/New_Left_Review"
"Haaretz","https://en.wikipedia.org/wiki/Haaretz"
"Haaretz","https://en.wikipedia.org/wiki/Haaretz"
"Azure","https://en.wikipedia.org/wiki/Azure_(magazine)"
"Journal of Palestine Studies","https://en.wikipedia.org/wiki/Journal_of_Palestine_Studies"
"doi","https://en.wikipedia.org/wiki/Doi_(identifier)"
"The Jewish Chronicle","https://en.wikipedia.org/wiki/The_Jewish_Chronicle"
"Arab Studies Quarterly","https://en.wikipedia.org/wiki/Arab_Studies_Quarterly"
"doi","https://en.wikipedia.org/wiki/Doi_(identifier)"
"ISSN","https://en.wikipedia.org/wiki/ISSN_(identifier)"
"JSTOR","https://en.wikipedia.org/wiki/JSTOR_(identifier)"
"Northwestern University Press","https://en.wikipedia.org/wiki/Northwestern_University_Press"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-0-8101-0345-0","https://en.wikipedia.org/wiki/Special:BookSources/978-0-8101-0345-0"
"The Guardian","https://en.wikipedia.org/wiki/The_Guardian"
"Teveth, Shabtai","https://en.wikipedia.org/wiki/Shabtai_Teveth"
"Oxford University Press","https://en.wikipedia.org/wiki/Oxford_University_Press"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-0-19-503562-9","https://en.wikipedia.org/wiki/Special:BookSources/978-0-19-503562-9"
"Troen, S. Ilan","https://en.wikipedia.org/wiki/S._Ilan_Troen"
"doi","https://en.wikipedia.org/wiki/Doi_(identifier)"
"CNN","https://en.wikipedia.org/wiki/CNN"
"De Gruyter","https://en.wikipedia.org/wiki/De_Gruyter"
"doi","https://en.wikipedia.org/wiki/Doi_(identifier)"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-3-110-37293-9","https://en.wikipedia.org/wiki/Special:BookSources/978-3-110-37293-9"
"Weitzman, Steven","https://en.wikipedia.org/wiki/Steven_Weitzman_(scholar)"
"Princeton University Press","https://en.wikipedia.org/wiki/Princeton_University_Press"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-0-691-19165-2","https://en.wikipedia.org/wiki/Special:BookSources/978-0-691-19165-2"
"Pluto Press","https://en.wikipedia.org/wiki/Pluto_Press"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-0-7453-3228-4","https://en.wikipedia.org/wiki/Special:BookSources/978-0-7453-3228-4"
"OCLC","https://en.wikipedia.org/wiki/OCLC_(identifier)"
"Wolfe, Patrick","https://en.wikipedia.org/wiki/Patrick_Wolfe"
"Journal of Genocide Research","https://en.wikipedia.org/wiki/Journal_of_Genocide_Research"
"doi","https://en.wikipedia.org/wiki/Doi_(identifier)"
"S2CID","https://en.wikipedia.org/wiki/S2CID_(identifier)"
"State University of New York Press","https://en.wikipedia.org/wiki/State_University_of_New_York_Press"
"doi","https://en.wikipedia.org/wiki/Doi_(identifier)"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-1-4384-6535-7","https://en.wikipedia.org/wiki/Special:BookSources/978-1-4384-6535-7"
"Cambridge University Press","https://en.wikipedia.org/wiki/Cambridge_University_Press"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-1-108-48894-5","https://en.wikipedia.org/wiki/Special:BookSources/978-1-108-48894-5"
"Middle Eastern Studies","https://en.wikipedia.org/wiki/Middle_Eastern_Studies_(journal)"
"doi","https://en.wikipedia.org/wiki/Doi_(identifier)"
"S2CID","https://en.wikipedia.org/wiki/S2CID_(identifier)"
"Routledge","https://en.wikipedia.org/wiki/Routledge"
"Wayback Machine","https://en.wikipedia.org/wiki/Wayback_Machine"
"European History Online","https://en.wikipedia.org/wiki/European_History_Online"
"Institute of European History","https://en.wikipedia.org/wiki/Institute_of_European_History"
"A. B. Masilamani","https://en.wikipedia.org/wiki/A._B._Masilamani"
"Telugu","https://en.wikipedia.org/wiki/Telugu_language"
"Butler, Judith","https://en.wikipedia.org/wiki/Judith_Butler"
"Parting Ways: Jewishness and the Critique of Zionism","https://en.wikipedia.org/wiki/Parting_Ways:_Jewishness_and_the_Critique_of_Zionism"
"ISBN","https://en.wikipedia.org/wiki/ISBN_(identifier)"
"978-0-231-14611-1","https://en.wikipedia.org/wiki/Special:BookSources/978-0-231-14611-1"
"EBSCO","https://en.wikipedia.org/wiki/EBSCO_Information_Services"
"David Hazony","https://en.wikipedia.org/wiki/David_Hazony"
"Yoram Hazony","https://en.wikipedia.org/wiki/Yoram_Hazony"
"Michael B. Oren","https://en.wikipedia.org/wiki/Michael_B._Oren"
"European History Online","https://en.wikipedia.org/wiki/European_History_Online"
"Institute of European History","https://en.wikipedia.org/wiki/Institute_of_European_History"
"Encyclopædia Britannica","https://en.wikipedia.org/wiki/Encyclop%C3%A6dia_Britannica"
"Taub, Gadi","https://en.wikipedia.org/wiki/Gadi_Taub"
"sister projects","https://en.wikipedia.org/wiki/Wikipedia:Wikimedia_sister_projects"
"Encyclopædia Britannica","https://en.wikipedia.org/wiki/Encyclop%C3%A6dia_Britannica"
"National Library of Israel","https://en.wikipedia.org/wiki/National_Library_of_Israel"
"Central Zionist Archives","https://en.wikipedia.org/wiki/Central_Zionist_Archives"
"World Zionist Organization","https://en.wikipedia.org/wiki/World_Zionist_Organization"
"20th Century Press Archives","https://en.wikipedia.org/wiki/20th_Century_Press_Archives"
"ZBW","https://en.wikipedia.org/wiki/German_National_Library_of_Economics"
"v","https://en.wikipedia.org/wiki/Template:Zionism"
"t","https://en.wikipedia.org/wiki/Template_talk:Zionism"
"e","https://en.wikipedia.org/wiki/Special:EditPage/Template:Zionism"
"Zion","https://en.wikipedia.org/wiki/Zion"
"Land of Israel","https://en.wikipedia.org/wiki/Land_of_Israel"
"Aliyah","https://en.wikipedia.org/wiki/Aliyah"
"Yerida","https://en.wikipedia.org/wiki/Yerida"
"Homeland","https://en.wikipedia.org/wiki/Homeland_for_the_Jewish_people"
"proposals","https://en.wikipedia.org/wiki/Proposals_for_a_Jewish_state"
"Jewish state","https://en.wikipedia.org/wiki/Jewish_state"
"Law of Return","https://en.wikipedia.org/wiki/Law_of_Return"
"Yishuv","https://en.wikipedia.org/wiki/Yishuv"
"Territorialism","https://en.wikipedia.org/wiki/Jewish_Territorial_Organization"
"Promised Land","https://en.wikipedia.org/wiki/Promised_Land"
"Gathering of Israel","https://en.wikipedia.org/wiki/Gathering_of_Israel"
"Settlement","https://en.wikipedia.org/wiki/Tower_and_Stockade"
"Negation of the Diaspora","https://en.wikipedia.org/wiki/Negation_of_the_Diaspora"
"Revival of the Hebrew language","https://en.wikipedia.org/wiki/Revival_of_the_Hebrew_language"
